,cliques,nodes per clique,edges per clique,connectivity between cliques,w2v window,w2v dimensions,average loss,min loss,average auc,max auc,edges,nodes,density
8146,2,24,56,3,1,4,9644.065625,9178.3818359375,0.628099173553719,0.6983471074380165,112,48,0.09929078014184398
3015,1,16,56,4,1,2,7287.03701171875,1922.517822265625,0.628099173553719,0.7520661157024793,56,16,0.4666666666666667
1765,1,28,56,2,3,4,17123.201953125,16324.912109375,0.628099173553719,0.7024793388429752,56,28,0.14814814814814814
2659,1,28,56,3,1,32,8644.011328125,8300.9765625,0.6280991735537189,0.7520661157024794,56,28,0.14814814814814814
6060,2,20,16,2,7,16,37779.1671875,36033.3203125,0.6277777777777779,0.8333333333333335,32,40,0.041025641025641026
7959,2,24,16,3,9,16,56553.39609375,47424.1875,0.6277777777777779,0.8333333333333334,32,48,0.028368794326241134
6608,2,28,16,2,9,8,52003.22265625,49623.14453125,0.6277777777777779,0.8333333333333334,32,56,0.02077922077922078
9302,2,20,16,4,7,64,43262.728125,41133.90234375,0.6277777777777779,0.8055555555555556,32,40,0.041025641025641026
9833,2,28,16,4,5,64,40854.7609375,19953.91796875,0.6277777777777779,0.8333333333333333,32,56,0.02077922077922078
6312,2,24,16,2,3,16,18738.252734375,15772.0947265625,0.6277777777777779,0.75,32,48,0.028368794326241134
6072,2,20,16,2,9,128,44698.63125,40885.40234375,0.6277777777777779,0.888888888888889,32,40,0.041025641025641026
6877,2,8,16,3,9,4,26841.3625,23767.642578125,0.6277777777777779,1.0,32,16,0.26666666666666666
2007,1,16,32,3,7,2,23087.12421875,6311.36474609375,0.6277777777777779,0.75,32,16,0.26666666666666666
730,1,28,32,1,3,4,11697.6703125,10993.0751953125,0.6277777777777779,0.75,32,28,0.08465608465608465
22243,4,20,16,4,3,32,32555.88828125,31723.423828125,0.6277777777777778,0.7152777777777778,64,80,0.020253164556962026
18459,4,12,16,2,3,2,20487.333203125,17651.62890625,0.6277777777777778,0.8125,64,48,0.05673758865248227
394,1,20,32,1,7,256,19447.0234375,18039.89453125,0.6277777777777778,0.8333333333333334,32,20,0.16842105263157894
8216,2,28,16,3,5,512,38977.04921875,37812.92578125,0.6277777777777778,0.75,32,56,0.02077922077922078
7694,2,20,16,3,9,512,50892.925,48494.890625,0.6277777777777778,0.9166666666666667,32,40,0.041025641025641026
6879,2,8,16,3,9,16,26838.412890625,23767.5390625,0.6277777777777778,0.9722222222222223,32,16,0.26666666666666666
8215,2,28,16,3,5,256,39988.715625,38034.59765625,0.6277777777777778,0.7500000000000001,32,56,0.02077922077922078
918,1,12,32,2,5,2,14849.37265625,12870.96484375,0.6277777777777778,0.888888888888889,32,12,0.48484848484848486
6881,2,8,16,3,9,64,26840.000390625,23771.302734375,0.6277777777777778,1.0,32,16,0.26666666666666666
9853,2,28,16,4,9,256,65740.29765625,62091.9609375,0.6277777777777778,0.8333333333333334,32,56,0.02077922077922078
14529,3,24,32,3,9,16,72815.0734375,69172.171875,0.6277008310249308,0.7257617728531857,96,72,0.03755868544600939
14227,3,20,32,3,1,256,9015.2623046875,8133.6337890625,0.6277008310249308,0.6731301939058172,96,60,0.05423728813559322
11510,3,28,24,1,7,512,21631.642578125,18484.25,0.6275510204081632,0.6989795918367347,72,84,0.020654044750430294
12834,3,24,24,2,3,2,21005.648828125,19990.880859375,0.6275510204081632,0.673469387755102,72,72,0.028169014084507043
15834,3,20,24,4,9,16,68952.465625,52920.390625,0.6275510204081632,0.7602040816326531,72,60,0.04067796610169491
20712,4,20,32,3,3,16,28625.328125,11774.044921875,0.62752,0.6992,128,80,0.04050632911392405
3160,1,20,48,4,3,4,11982.6044921875,8521.3681640625,0.6275,0.85,48,20,0.25263157894736843
9056,2,16,24,4,3,8,20466.6078125,10988.6591796875,0.6275,0.7625000000000001,48,32,0.0967741935483871
14822,3,28,40,3,3,512,28086.16796875,26227.677734375,0.6274305555555555,0.6788194444444444,120,84,0.03442340791738382
24453,5,28,24,1,5,2,53509.90546875,12392.26171875,0.6274305555555555,0.7100694444444444,120,140,0.012332990750256937
26132,5,28,32,2,7,64,115959.496875,108787.8359375,0.62734375,0.65625,160,140,0.01644398766700925
17765,4,24,32,1,7,512,30819.069140625,26800.978515625,0.6272,0.6688000000000001,128,96,0.028070175438596492
9588,2,24,24,4,1,16,10088.42734375,9589.21484375,0.6271604938271607,0.8148148148148149,48,48,0.0425531914893617
9618,2,24,24,4,7,128,49495.91953125,40601.6171875,0.6271604938271605,0.7283950617283951,48,48,0.0425531914893617
11975,3,12,16,2,1,64,7666.20185546875,7252.52587890625,0.6271604938271605,0.7283950617283952,48,36,0.0761904761904762
11204,3,24,16,1,9,512,25127.445703125,15329.8408203125,0.6271604938271605,0.691358024691358,48,72,0.018779342723004695
1909,1,12,48,3,5,4,15132.43828125,13415.4404296875,0.6271604938271605,0.8518518518518519,48,12,0.7272727272727273
12791,3,24,16,2,3,8,17960.788671875,12056.9189453125,0.6271604938271605,0.6790123456790124,48,72,0.018779342723004695
9073,2,16,24,4,7,4,36513.89921875,20923.9140625,0.6271604938271605,0.7160493827160495,48,32,0.0967741935483871
9860,2,28,24,4,1,64,12786.6171875,6177.2333984375,0.6271604938271604,0.7654320987654321,48,56,0.03116883116883117
12797,3,24,16,2,3,512,18366.515234375,17372.310546875,0.6271604938271604,0.7283950617283951,48,72,0.018779342723004695
6093,2,20,24,2,5,2,31664.84609375,29703.884765625,0.6271604938271604,0.691358024691358,48,40,0.06153846153846154
7452,2,16,24,3,7,2,33876.690234375,20362.79296875,0.6271604938271604,0.7530864197530864,48,32,0.0967741935483871
3330,1,24,48,4,1,2,8425.37900390625,8026.1474609375,0.6271604938271604,0.7407407407407407,48,24,0.17391304347826086
12820,3,24,16,2,9,32,58783.35625,46388.515625,0.6271604938271604,0.7901234567901234,48,72,0.018779342723004695
6645,2,28,24,2,7,16,36177.553125,17895.119140625,0.6271604938271604,0.7654320987654322,48,56,0.03116883116883117
12785,3,24,16,2,1,64,7585.49658203125,5815.3388671875,0.6271604938271604,0.7530864197530864,48,72,0.018779342723004695
10099,3,8,16,1,5,4,17141.5744140625,16249.7255859375,0.6271604938271604,0.8395061728395062,48,24,0.17391304347826086
10921,3,20,16,1,7,32,18376.591796875,14480.7216796875,0.6271604938271604,0.7654320987654322,48,60,0.02711864406779661
11974,3,12,16,2,1,32,7666.73515625,7253.1962890625,0.6271604938271604,0.7283950617283951,48,36,0.0761904761904762
21305,4,28,40,3,5,8,84221.56796875,51804.6875,0.6271484375,0.69140625,160,112,0.02574002574002574
6481,2,24,48,2,1,4,8620.7333984375,8195.017578125,0.6271468144044322,0.6980609418282548,96,48,0.0851063829787234
5148,2,28,48,1,5,2,31877.646875,13490.3916015625,0.6271468144044322,0.7119113573407203,96,56,0.06233766233766234
14781,3,28,32,3,5,16,45048.6484375,32226.59375,0.6271468144044322,0.6980609418282548,96,84,0.027538726333907058
22296,4,20,24,4,5,16,49253.71328125,47701.33203125,0.6271468144044321,0.706371191135734,96,80,0.030379746835443037
15612,3,16,32,4,9,128,57501.19453125,49474.40625,0.6271468144044321,0.7423822714681441,96,48,0.0851063829787234
15586,3,16,32,4,3,256,24349.23125,19947.248046875,0.626890756302521,0.7086834733893557,96,48,0.0851063829787234
8149,2,24,56,3,1,32,9215.1783203125,8773.0556640625,0.6268595041322313,0.7128099173553719,112,48,0.09929078014184398
26063,5,28,24,2,1,512,17381.345703125,8441.9794921875,0.626736111111111,0.640625,120,140,0.012332990750256937
19311,4,24,24,2,1,128,14358.78984375,5585.05078125,0.6265927977839336,0.6925207756232686,96,96,0.021052631578947368
14228,3,20,32,3,1,512,9848.6890625,8149.38818359375,0.6265927977839335,0.6980609418282548,96,60,0.05423728813559322
16140,3,24,32,4,7,16,62128.49453125,46867.48046875,0.6265927977839335,0.7451523545706371,96,72,0.03755868544600939
14527,3,24,32,3,9,4,72764.1703125,56334.2265625,0.6265927977839334,0.7063711911357341,96,72,0.03755868544600939
7273,2,12,40,3,7,4,22564.783984375,20586.806640625,0.6265625,0.703125,80,24,0.2898550724637681
26588,5,12,16,3,9,8,61590.575,50382.83984375,0.6265625,0.72265625,80,60,0.04519774011299435
15811,3,20,24,4,3,256,27823.66796875,21735.375,0.6265306122448979,0.7704081632653061,72,60,0.04067796610169491
13104,3,28,24,2,3,2,30831.603515625,21677.4921875,0.6265306122448979,0.6632653061224489,72,84,0.020654044750430294
10964,3,20,24,1,7,8,24051.288671875,14153.5234375,0.6265306122448979,0.8010204081632654,72,60,0.04067796610169491
13112,3,28,24,2,3,512,22521.51171875,21552.31640625,0.6265306122448979,0.6836734693877551,72,84,0.020654044750430294
2660,1,28,56,3,1,64,8643.26171875,8309.833984375,0.6264462809917355,0.7520661157024794,56,28,0.14814814814814814
1598,1,24,56,2,5,64,21531.641015625,20113.5078125,0.6264462809917355,0.743801652892562,56,24,0.2028985507246377
22240,4,20,16,4,3,4,34788.37890625,14338.0869140625,0.626388888888889,0.6736111111111112,64,80,0.020253164556962026
9382,2,20,32,4,5,32,33692.98515625,31660.923828125,0.6263888888888889,0.763888888888889,64,40,0.08205128205128205
6675,2,28,32,2,3,128,21605.98671875,10825.2666015625,0.6263888888888889,0.6875000000000001,64,56,0.04155844155844156
17677,4,24,16,1,9,4,19557.56171875,12724.2275390625,0.6263888888888889,0.7291666666666666,64,96,0.014035087719298246
9900,2,28,32,4,1,2,14274.093359375,6738.82861328125,0.6263888888888889,0.7013888888888888,64,56,0.04155844155844156
22654,4,24,40,4,5,4,56302.909375,37519.8125,0.6263671875,0.6630859375,160,96,0.03508771929824561
22911,4,28,40,4,1,128,22245.416015625,13726.353515625,0.626171875,0.748046875,160,112,0.02574002574002574
15613,3,16,32,4,9,256,57412.29140625,50584.63671875,0.6260387811634349,0.7506925207756232,96,48,0.0851063829787234
16143,3,24,32,4,7,128,62732.21953125,47630.74609375,0.6260387811634349,0.700831024930748,96,72,0.03755868544600939
10449,3,12,32,1,3,2,17385.809375,15091.0322265625,0.6260387811634349,0.6814404432132963,96,36,0.1523809523809524
14225,3,20,32,3,1,64,8542.385546875,8113.84912109375,0.6260387811634349,0.6759002770083102,96,60,0.05423728813559322
9794,2,24,56,4,7,8,47338.4,40001.47265625,0.6260330578512396,0.7768595041322315,112,48,0.09929078014184398
6546,2,24,56,2,5,16,29850.71328125,27416.38671875,0.6260330578512396,0.6652892561983471,112,48,0.09929078014184398
7786,2,20,40,3,1,4,10562.3060546875,10066.3779296875,0.62578125,0.76953125,80,40,0.10256410256410256
26050,5,28,16,2,9,32,133990.5921875,125798.5078125,0.62578125,0.6796875,80,140,0.008221993833504625
4048,2,12,40,1,9,256,30890.34296875,29306.66015625,0.62578125,0.80078125,80,24,0.2898550724637681
25819,5,24,24,2,7,256,86143.0609375,71499.875,0.6256944444444443,0.6545138888888888,120,120,0.01680672268907563
2872,1,12,56,4,9,4,20676.986328125,18107.619140625,0.6256410256410255,0.811965811965812,56,12,0.8484848484848485
26116,5,28,32,2,3,256,41653.46875,18650.35546875,0.6255859375,0.6689453125,160,140,0.01644398766700925
15832,3,20,24,4,9,4,66572.7078125,53795.01953125,0.6255102040816327,0.7448979591836735,72,60,0.04067796610169491
14193,3,20,24,3,5,2,39483.4640625,33186.53515625,0.6255102040816327,0.7091836734693877,72,60,0.04067796610169491
14195,3,20,24,3,5,8,38556.78828125,30395.82421875,0.6255102040816326,0.7091836734693878,72,60,0.04067796610169491
20427,4,16,24,3,9,128,67609.7484375,63616.4140625,0.6254847645429363,0.7313019390581718,96,64,0.047619047619047616
20959,4,24,24,3,7,256,69190.2203125,64863.6640625,0.6254847645429363,0.7008310249307479,96,96,0.021052631578947368
3146,1,20,40,4,9,64,32746.68359375,19496.505859375,0.6254545454545455,0.9636363636363636,40,20,0.21052631578947367
27164,5,20,24,3,7,8,66868.5984375,62170.50390625,0.6253472222222223,0.6701388888888888,120,100,0.024242424242424242
22354,4,20,32,4,7,256,66441.9078125,63517.55078125,0.62528,0.7136,128,80,0.04050632911392405
9808,2,24,56,4,9,256,55634.33984375,49100.859375,0.6252066115702479,0.8243801652892562,112,48,0.09929078014184398
26570,5,12,16,3,5,8,38369.5984375,30486.994140625,0.625,0.69140625,80,60,0.04519774011299435
1680,1,28,40,2,3,128,17005.805859375,15874.1787109375,0.625,0.8125,40,28,0.10582010582010581
25754,5,24,16,2,3,64,33977.301953125,20277.923828125,0.625,0.68359375,80,120,0.011204481792717087
13191,3,28,40,2,1,128,15879.9708984375,6357.9072265625,0.625,0.6666666666666666,120,84,0.03442340791738382
6394,2,24,32,2,1,32,7140.06630859375,6790.80419921875,0.625,0.7152777777777778,64,48,0.05673758865248227
18997,4,20,16,2,1,256,8692.7623046875,8303.115234375,0.625,0.6944444444444444,64,80,0.020253164556962026
8807,2,12,24,4,7,64,28976.433203125,26504.509765625,0.625,0.8,48,24,0.17391304347826086
25559,5,20,24,2,9,512,70557.6640625,62698.88671875,0.625,0.6892361111111112,120,100,0.024242424242424242
2926,1,16,40,4,1,4,7300.06064453125,6794.1171875,0.625,0.765625,40,16,0.3333333333333333
25505,5,20,16,2,7,512,45042.8171875,41042.25,0.625,0.72265625,80,100,0.01616161616161616
17106,4,16,16,1,1,128,6041.1345703125,4539.38427734375,0.625,0.6944444444444444,64,64,0.031746031746031744
410,1,20,40,1,1,64,4127.37880859375,3848.237060546875,0.625,0.71875,40,20,0.21052631578947367
1846,1,12,40,3,1,4,5746.01962890625,5359.52490234375,0.625,0.71875,40,12,0.6060606060606061
2407,1,24,40,3,5,32,22022.80703125,20680.958984375,0.625,0.859375,40,24,0.14492753623188406
17414,4,20,16,1,9,512,27332.188671875,15299.146484375,0.6249999999999999,0.6666666666666666,64,80,0.020253164556962026
17763,4,24,32,1,7,128,31904.50859375,19918.357421875,0.62496,0.656,128,96,0.028070175438596492
1069,1,12,56,2,7,256,17991.511328125,16458.865234375,0.6247933884297521,0.8677685950413223,56,12,0.8484848484848485
3235,1,20,56,4,9,32,31973.758984375,18899.599609375,0.6247933884297521,0.71900826446281,56,20,0.29473684210526313
1066,1,12,56,2,7,32,17991.426171875,16456.041015625,0.6247933884297521,0.8677685950413223,56,12,0.8484848484848485
1067,1,12,56,2,7,64,17991.405859375,16456.83984375,0.6247933884297521,0.8677685950413223,56,12,0.8484848484848485
1065,1,12,56,2,7,16,17991.427734375,16456.99609375,0.6247933884297521,0.8677685950413223,56,12,0.8484848484848485
1063,1,12,56,2,7,4,17991.7125,16456.283203125,0.6247933884297521,0.9008264462809917,56,12,0.8484848484848485
1068,1,12,56,2,7,128,17991.46328125,16457.33203125,0.6247933884297521,0.8677685950413223,56,12,0.8484848484848485
12280,3,16,16,2,9,32,47189.20859375,41559.40625,0.6246913580246914,0.8148148148148149,48,48,0.0425531914893617
2634,1,28,48,3,5,128,26769.546484375,24673.029296875,0.6246913580246914,0.7654320987654321,48,28,0.12698412698412698
11183,3,24,16,1,5,64,10581.2103515625,8045.310546875,0.6246913580246914,0.6790123456790124,48,72,0.018779342723004695
8006,2,24,24,3,9,64,56059.1828125,46944.9375,0.6246913580246913,0.8765432098765432,48,48,0.0425531914893617
9873,2,28,24,4,5,2,42847.98125,40960.66796875,0.6246913580246913,0.7530864197530864,48,56,0.03116883116883117
7439,2,16,24,3,3,64,18115.8205078125,10572.84375,0.6246913580246913,0.7654320987654322,48,32,0.0967741935483871
829,1,28,48,1,5,4,23451.95,21802.951171875,0.6246913580246913,0.7407407407407407,48,28,0.12698412698412698
13868,3,16,16,3,1,512,8831.6771484375,8471.91015625,0.6246913580246913,0.7037037037037037,48,48,0.0425531914893617
7195,2,12,24,3,9,32,33682.14375,30849.548828125,0.6246913580246913,0.8518518518518519,48,24,0.17391304347826086
480,1,20,48,1,7,16,24817.513671875,13336.2275390625,0.6246913580246913,0.8148148148148149,48,20,0.25263157894736843
7196,2,12,24,3,9,64,33649.80078125,30895.1640625,0.6246913580246913,0.8518518518518519,48,24,0.17391304347826086
7167,2,12,24,3,3,16,15080.423828125,14214.6552734375,0.6246913580246913,0.7777777777777778,48,24,0.17391304347826086
12792,3,24,16,2,3,16,18911.415234375,12323.91015625,0.6246913580246913,0.691358024691358,48,72,0.018779342723004695
2097,1,16,48,3,7,2,23280.468359375,21126.81640625,0.6246913580246913,0.8888888888888888,48,16,0.4
478,1,20,48,1,7,4,24828.4875,22801.55859375,0.6246913580246913,0.8271604938271605,48,20,0.25263157894736843
13625,3,12,16,3,7,512,39696.121875,34942.9296875,0.6246913580246913,0.7654320987654321,48,36,0.0761904761904762
25820,5,24,24,2,7,512,89910.359375,88042.8828125,0.6246527777777777,0.657986111111111,120,120,0.01680672268907563
20990,4,24,32,3,5,8,49752.18359375,47009.37109375,0.6246400000000001,0.6736000000000001,128,96,0.028070175438596492
22349,4,20,32,4,7,8,66603.546875,27009.212890625,0.62464,0.712,128,80,0.04050632911392405
11225,3,24,24,1,5,8,18520.6728515625,15206.5361328125,0.6244897959183674,0.7091836734693877,72,72,0.028169014084507043
13636,3,12,24,3,1,4,12892.183203125,8278.13671875,0.6244897959183674,0.6683673469387755,72,36,0.11428571428571428
16344,3,28,24,4,3,2,37434.20546875,25567.033203125,0.6244897959183674,0.7448979591836735,72,84,0.020654044750430294
12846,3,24,24,2,5,16,36693.83671875,28766.451171875,0.6244897959183674,0.7448979591836735,72,72,0.028169014084507043
13127,3,28,24,2,7,64,51068.94609375,45796.4453125,0.6244897959183674,0.7500000000000001,72,84,0.020654044750430294
16099,3,24,24,4,7,256,62852.03671875,59680.59375,0.6244897959183673,0.7346938775510204,72,72,0.028169014084507043
16488,3,28,48,4,5,2,50928.934375,37199.09765625,0.6244897959183673,0.6823979591836735,144,84,0.04130808950086059
21018,4,24,40,3,1,16,19699.751171875,7698.72998046875,0.6244140625,0.763671875,160,96,0.03508771929824561
14490,3,24,32,3,1,2,27396.76953125,11486.4921875,0.624376731301939,0.6537396121883656,96,72,0.03755868544600939
14226,3,20,32,3,1,128,12837.54140625,8216.5224609375,0.624376731301939,0.6814404432132964,96,60,0.05423728813559322
17967,4,28,24,1,3,16,15708.01328125,9250.744140625,0.624376731301939,0.6648199445983379,96,112,0.015444015444015444
22632,4,24,32,4,9,128,89792.81875,87828.9765625,0.62432,0.7807999999999999,128,96,0.028070175438596492
22603,4,24,32,4,3,32,34031.97578125,23368.939453125,0.62432,0.7024,128,96,0.028070175438596492
13193,3,28,40,2,1,512,12892.16171875,8853.1328125,0.6243055555555557,0.6597222222222222,120,84,0.03442340791738382
8094,2,24,40,3,9,16,56679.9265625,46160.6953125,0.62421875,0.7734375,80,48,0.07092198581560284
4046,2,12,40,1,9,64,30854.983984375,28798.611328125,0.62421875,0.8046875,80,24,0.2898550724637681
8073,2,24,40,3,5,2,36928.24296875,29799.537109375,0.62421875,0.734375,80,48,0.07092198581560284
26052,5,28,16,2,9,128,133327.303125,128484.328125,0.62421875,0.66015625,80,140,0.008221993833504625
8152,2,24,56,3,1,256,12152.1529296875,8779.1259765625,0.6239669421487604,0.7148760330578512,112,48,0.09929078014184398
8151,2,24,56,3,1,128,9211.4640625,8765.8271484375,0.6239669421487604,0.7024793388429752,112,48,0.09929078014184398
27496,5,24,40,3,1,4,34030.72109375,13861.7119140625,0.6238750000000001,0.66625,200,120,0.028011204481792718
21021,4,24,40,3,1,128,21895.534375,7832.8671875,0.623828125,0.6904296875,160,96,0.03508771929824561
10001,2,28,48,4,3,8,27405.5265625,12589.7177734375,0.6238227146814405,0.7506925207756233,96,56,0.06233766233766234
22634,4,24,32,4,9,512,93557.2625,87369.5078125,0.62368,0.7616,128,96,0.028070175438596492
20982,4,24,32,3,3,16,29314.125390625,19265.021484375,0.62368,0.6752,128,96,0.028070175438596492
26134,5,28,32,2,7,256,114106.634375,110889.5859375,0.6236328125,0.6494140625,160,140,0.01644398766700925
22905,4,28,40,4,1,2,45335.8578125,20646.244140625,0.6236328125,0.7275390625,160,112,0.02574002574002574
6397,2,24,32,2,1,256,7427.41865234375,6815.1796875,0.6236111111111111,0.7083333333333334,64,48,0.05673758865248227
21962,4,16,16,4,1,8,13932.8212890625,13503.390625,0.6236111111111111,0.6736111111111113,64,64,0.031746031746031744
17373,4,20,16,1,1,16,6456.370458984375,3724.4140625,0.6236111111111111,0.6666666666666667,64,80,0.020253164556962026
14555,3,24,40,3,5,8,42763.13671875,31752.697265625,0.6236111111111111,0.6875,120,72,0.046948356807511735
26098,5,28,24,2,9,256,132709.0515625,120925.21875,0.6236111111111111,0.670138888888889,120,140,0.012332990750256937
22234,4,20,16,4,1,32,17211.1693359375,6290.71923828125,0.6236111111111111,0.6597222222222222,64,80,0.020253164556962026
16859,4,12,16,1,7,8,25319.211328125,22508.10546875,0.6236111111111111,0.7222222222222222,64,48,0.05673758865248227
20364,4,16,16,3,5,128,40548.58984375,38206.453125,0.6236111111111111,0.826388888888889,64,64,0.031746031746031744
16832,4,12,16,1,1,8,5620.05126953125,5288.0693359375,0.6236111111111111,0.7083333333333334,64,48,0.05673758865248227
10975,3,20,24,1,9,32,34265.73203125,31755.900390625,0.6234693877551021,0.6989795918367346,72,60,0.04067796610169491
26282,5,8,16,3,1,8,10031.9998046875,9506.0849609375,0.6234375,0.71875,80,40,0.10256410256410256
4045,2,12,40,1,9,32,30795.612109375,28783.84375,0.6234375,0.80078125,80,24,0.2898550724637681
7274,2,12,40,3,7,8,22558.31953125,20611.3359375,0.6234375,0.65625,80,24,0.2898550724637681
4276,2,16,40,1,1,4,4351.4712890625,3988.860107421875,0.6234375,0.6640625,80,32,0.16129032258064516
23621,5,16,16,1,9,64,25616.642578125,13493.6201171875,0.6234375,0.65234375,80,80,0.02531645569620253
23887,5,20,16,1,9,4,19466.8025390625,10367.1201171875,0.6234375,0.6796875,80,100,0.01616161616161616
26576,5,12,16,3,5,512,40470.18046875,33060.76953125,0.6234375,0.71484375,80,60,0.04519774011299435
3365,1,24,48,4,7,512,29240.24453125,27047.291015625,0.6233766233766234,0.7142857142857143,48,24,0.17391304347826086
25884,5,24,40,2,3,2,62386.56015625,31863.064453125,0.623375,0.6675000000000001,200,120,0.028011204481792718
22605,4,24,32,4,3,128,34312.03828125,23138.919921875,0.6233599999999999,0.7056,128,96,0.028070175438596492
20414,4,16,24,3,7,8,56026.06953125,53280.11328125,0.6232686980609419,0.7229916897506925,96,64,0.047619047619047616
14530,3,24,32,3,9,32,72584.2265625,55864.40625,0.6232686980609419,0.7313019390581718,96,72,0.03755868544600939
5150,2,28,48,1,5,8,28471.59609375,26628.078125,0.6232686980609418,0.703601108033241,96,56,0.06233766233766234
26093,5,28,24,2,9,8,131144.5328125,58947.8515625,0.6232638888888888,0.6666666666666666,120,140,0.012332990750256937
2119,1,16,56,3,1,32,7101.72666015625,2109.147705078125,0.6231404958677687,0.7851239669421488,56,16,0.4666666666666667
6822,2,28,56,2,7,2,47929.33125,45183.328125,0.6231404958677687,0.75,112,56,0.07272727272727272
888,1,28,56,1,7,128,31858.4140625,29902.939453125,0.6231404958677687,0.7768595041322314,56,28,0.14814814814814814
3197,1,20,56,4,1,8,4839.99345703125,4521.10205078125,0.6231404958677687,0.7851239669421487,56,20,0.29473684210526313
1766,1,28,56,2,3,8,16927.446875,16116.7431640625,0.6231404958677687,0.7024793388429752,56,28,0.14814814814814814
22974,4,28,48,4,5,128,110555.54375,53824.31640625,0.6231301939058171,0.6883656509695291,192,112,0.03088803088803089
24502,5,28,32,1,5,32,33154.08125,13014.080078125,0.623046875,0.65625,160,140,0.01644398766700925
26579,5,12,16,3,7,8,51848.48203125,40561.37109375,0.6227450980392157,0.7568627450980392,80,60,0.04519774011299435
8063,2,24,40,3,1,512,10126.51484375,8695.708984375,0.62265625,0.703125,80,48,0.07092198581560284
25502,5,20,16,2,7,64,45182.88828125,40460.71484375,0.62265625,0.71875,80,100,0.01616161616161616
26144,5,28,32,2,9,512,151879.959375,146059.109375,0.6224609375,0.662109375,160,140,0.01644398766700925
15285,3,12,24,4,7,16,39517.44765625,34026.25390625,0.6224598930481282,0.7165775401069518,72,36,0.11428571428571428
13108,3,28,24,2,3,32,22274.184765625,16051.208984375,0.6224489795918366,0.6989795918367346,72,84,0.020654044750430294
9118,2,16,32,4,7,4,34807.180078125,22333.654296875,0.6223776223776223,0.8461538461538461,64,32,0.12903225806451613
8159,2,24,56,3,3,64,22678.538671875,18881.9140625,0.6223140495867769,0.6694214876033058,112,48,0.09929078014184398
8150,2,24,56,3,1,64,9212.7662109375,8773.7958984375,0.6223140495867769,0.7045454545454545,112,48,0.09929078014184398
24,1,12,32,1,5,128,14006.0408203125,12232.8935546875,0.6222222222222223,0.8611111111111112,32,12,0.48484848484848486
9082,2,16,24,4,9,4,44177.08671875,25330.962890625,0.6222222222222223,0.8024691358024691,48,32,0.0967741935483871
5023,2,28,24,1,7,4,19730.0203125,17072.6875,0.6222222222222223,0.691358024691358,48,56,0.03116883116883117
23,1,12,32,1,5,64,14006.08671875,12233.0048828125,0.6222222222222223,0.8611111111111112,32,12,0.48484848484848486
1726,1,28,48,2,3,256,16705.4546875,15936.580078125,0.6222222222222223,0.7530864197530864,48,28,0.12698412698412698
8789,2,12,24,4,3,64,15691.40859375,14730.00390625,0.6222222222222223,0.9135802469135802,48,24,0.17391304347826086
25,1,12,32,1,5,256,14006.0267578125,12232.8251953125,0.6222222222222223,0.8333333333333334,32,12,0.48484848484848486
9031,2,16,16,4,7,32,37436.96015625,21214.123046875,0.6222222222222223,0.75,32,32,0.06451612903225806
1369,1,20,48,2,5,4,20864.3359375,19644.302734375,0.6222222222222223,0.8148148148148148,48,20,0.25263157894736843
13591,3,12,16,3,1,4,9065.8603515625,8511.0068359375,0.6222222222222223,0.691358024691358,48,36,0.0761904761904762
21,1,12,32,1,5,16,14006.1248046875,12233.107421875,0.6222222222222223,0.8611111111111112,32,12,0.48484848484848486
2009,1,16,32,3,7,8,23065.95546875,6731.9697265625,0.6222222222222223,0.7777777777777779,32,16,0.26666666666666666
22,1,12,32,1,5,32,14006.099609375,12233.05859375,0.6222222222222223,0.8611111111111112,32,12,0.48484848484848486
26,1,12,32,1,5,512,14005.9630859375,12232.814453125,0.6222222222222223,0.8333333333333334,32,12,0.48484848484848486
19001,4,20,16,2,3,8,21132.808203125,20416.591796875,0.6222222222222223,0.6597222222222222,64,80,0.020253164556962026
371,1,20,32,1,3,8,9790.32890625,7273.6796875,0.6222222222222223,0.7500000000000001,32,20,0.16842105263157894
13893,3,16,16,3,7,128,45877.27265625,39647.96484375,0.6222222222222223,0.7901234567901234,48,48,0.0425531914893617
5827,2,16,24,2,5,32,25933.775390625,14140.2646484375,0.6222222222222223,0.7654320987654322,48,32,0.0967741935483871
12786,3,24,16,2,1,128,7646.051171875,5823.53515625,0.6222222222222222,0.7407407407407407,48,72,0.018779342723004695
2384,1,24,32,3,9,512,34510.01640625,30544.583984375,0.6222222222222222,0.9722222222222223,32,24,0.11594202898550725
12787,3,24,16,2,1,256,6441.91005859375,5822.5341796875,0.6222222222222222,0.7037037037037037,48,72,0.018779342723004695
17101,4,16,16,1,1,4,6455.749609375,4719.0498046875,0.6222222222222222,0.6527777777777778,64,64,0.031746031746031744
6123,2,20,32,2,1,16,8918.576171875,8443.55078125,0.6222222222222222,0.7291666666666666,64,40,0.08205128205128205
4177,2,16,16,1,9,4,31620.581640625,30201.041015625,0.6222222222222222,0.7777777777777779,32,32,0.06451612903225806
739,1,28,32,1,5,4,17779.299609375,16706.42578125,0.6222222222222222,0.75,32,28,0.08465608465608465
3525,1,28,48,4,3,128,19101.7671875,18032.453125,0.6222222222222222,0.7901234567901235,48,28,0.12698412698412698
5776,2,16,16,2,3,256,16837.04921875,15815.4111328125,0.6222222222222222,0.7777777777777779,32,32,0.06451612903225806
