,cliques,nodes per clique,edges per clique,connectivity between cliques,w2v window,w2v dimensions,average loss,min loss,average auc,max auc,edges,nodes,density
4132,2,12,56,1,9,4,32702.41328125,29331.232421875,0.865702479338843,0.9256198347107438,112,24,0.4057971014492754
25428,5,16,56,2,1,16,9459.266015625,9047.095703125,0.8656887755102041,0.8791454081632653,280,80,0.08860759493670886
24520,5,28,32,1,9,32,86868.3484375,25863.197265625,0.865625,0.8896484375,160,140,0.01644398766700925
23050,5,8,16,1,3,4,15433.84921875,14851.0830078125,0.865625,0.90234375,80,40,0.10256410256410256
17252,4,16,40,1,3,512,19471.517578125,17543.986328125,0.865625,0.908203125,160,64,0.07936507936507936
26331,5,8,24,3,1,128,9216.1095703125,8739.7763671875,0.865625,0.9114583333333334,120,40,0.15384615384615385
24374,5,24,56,1,7,8,94390.9984375,46130.2734375,0.865625,0.9088010204081632,280,120,0.0392156862745098
6997,2,8,40,3,5,32,16894.4080078125,15841.31640625,0.865625,0.9375,80,16,0.6666666666666666
17484,4,20,32,1,5,128,25043.25703125,21707.09375,0.8655999999999999,0.8992,128,80,0.04050632911392405
18843,4,16,32,2,7,128,47632.78046875,44209.78125,0.8655999999999999,0.8799999999999999,128,64,0.06349206349206349
16957,4,12,32,1,9,4,43451.88828125,35559.58984375,0.8655999999999999,0.8960000000000001,128,48,0.11347517730496454
27313,5,20,48,3,9,256,79559.2671875,72776.2421875,0.8655381944444447,0.9001736111111112,240,100,0.048484848484848485
23797,5,16,48,1,9,4,56417.7390625,52105.61328125,0.865451388888889,0.8836805555555556,240,80,0.0759493670886076
24521,5,28,32,1,9,64,71809.08515625,36312.7734375,0.8654296875,0.884765625,160,140,0.01644398766700925
17527,4,20,40,1,5,32,29320.758203125,26014.20703125,0.8654296875,0.91796875,160,80,0.05063291139240506
24784,5,8,32,2,7,256,34817.471875,32509.69140625,0.8654296875,0.9423828125,160,40,0.20512820512820512
12497,3,16,56,2,7,64,38547.4203125,33049.15234375,0.8653810835629017,0.9127640036730946,168,48,0.14893617021276595
11950,3,8,56,2,5,256,21163.148828125,19850.14453125,0.8653810835629017,0.894398530762167,168,24,0.6086956521739131
18520,4,12,24,2,5,256,24770.66171875,21143.9375,0.8653739612188366,0.9113573407202216,96,48,0.0851063829787234
21061,4,24,48,3,1,4,19754.09375,8839.2939453125,0.8653739612188366,0.8808864265927978,192,96,0.042105263157894736
18116,4,28,48,1,5,512,64818.9296875,62856.390625,0.8653739612188366,0.9044321329639889,192,112,0.03088803088803089
27314,5,20,48,3,9,512,80629.21875,74440.7578125,0.8653645833333332,0.90625,240,100,0.048484848484848485
11774,3,8,24,2,7,8,25851.2046875,24360.21484375,0.8653061224489796,0.9285714285714285,72,24,0.2608695652173913
11882,3,8,48,2,1,8,6483.41240234375,6202.21533203125,0.8653061224489796,0.923469387755102,144,24,0.5217391304347826
24349,5,24,56,1,1,32,19115.371875,9784.1875,0.8653061224489796,0.8922193877551021,280,120,0.0392156862745098
5731,2,12,56,2,3,256,14411.9453125,13824.2666015625,0.8652892561983471,0.902892561983471,112,24,0.4057971014492754
5725,2,12,56,2,3,4,14390.4185546875,13819.7138671875,0.8652892561983471,0.921487603305785,112,24,0.4057971014492754
17462,4,20,32,1,1,8,11740.662890625,8323.646484375,0.86528,0.8864000000000001,128,80,0.04050632911392405
18282,4,8,32,2,3,16,16345.52578125,8262.7333984375,0.8652799999999999,0.8976,128,32,0.25806451612903225
4244,2,16,32,1,3,64,15764.0728515625,8458.806640625,0.8652777777777778,0.9236111111111112,64,32,0.12903225806451613
6943,2,8,32,3,3,32,12804.7396484375,11787.3662109375,0.8652777777777778,0.8958333333333334,64,16,0.5333333333333333
6945,2,8,32,3,3,128,12804.7673828125,11787.634765625,0.8652777777777778,0.8958333333333334,64,16,0.5333333333333333
6144,2,20,32,2,5,128,27778.234375,26259.978515625,0.8652777777777778,0.923611111111111,64,40,0.08205128205128205
6947,2,8,32,3,3,512,12807.392578125,11788.4580078125,0.8652777777777778,0.8958333333333334,64,16,0.5333333333333333
18745,4,16,16,2,5,256,25377.828515625,23063.279296875,0.8652777777777778,0.9236111111111112,64,64,0.031746031746031744
7238,2,12,32,3,9,8,32580.97890625,31438.0703125,0.8652777777777778,0.9583333333333334,64,24,0.2318840579710145
12143,3,12,40,2,9,8,38066.1578125,34142.98828125,0.8652777777777777,0.9253472222222222,120,36,0.19047619047619047
23995,5,20,40,1,3,4,21373.833203125,19195.78125,0.86525,0.8781249999999999,200,100,0.04040404040404041
23840,5,16,56,1,7,512,46194.06640625,44063.26953125,0.8652423469387756,0.8998724489795918,280,80,0.08860759493670886
25449,5,16,56,2,5,128,32469.02109375,30762.83984375,0.8652423469387754,0.9151785714285715,280,80,0.08860759493670886
25051,5,12,32,2,7,32,38808.6453125,32666.58203125,0.865234375,0.904296875,160,60,0.0903954802259887
23149,5,8,32,1,5,4,23856.401953125,20892.833984375,0.865234375,0.8818359375,160,40,0.20512820512820512
14099,3,16,56,3,3,64,18887.707421875,16600.865234375,0.8651974288337925,0.8934802571166207,168,48,0.14893617021276595
10591,3,12,56,1,3,256,17354.4017578125,15478.63671875,0.8651974288337924,0.8934802571166207,168,36,0.26666666666666666
21124,4,24,56,3,5,4,42689.85546875,31398.8203125,0.8650826446280991,0.891012396694215,224,96,0.04912280701754386
15404,3,12,48,4,3,64,17868.571484375,15454.3974609375,0.8650510204081632,0.9005102040816326,144,36,0.22857142857142856
10545,3,12,48,1,3,128,16575.4748046875,15942.451171875,0.8650510204081632,0.9311224489795918,144,36,0.22857142857142856
23401,5,12,32,1,1,4,6985.2060546875,6551.5009765625,0.8650390625,0.9033203125,160,60,0.0903954802259887
17268,4,16,40,1,7,128,42935.39140625,36986.21484375,0.8650390625,0.904296875,160,64,0.07936507936507936
25575,5,20,32,2,3,128,21721.461328125,20615.220703125,0.8650390625,0.8798828125,160,100,0.03232323232323232
25951,5,24,48,2,7,32,100056.6078125,53839.453125,0.865017361111111,0.890625,240,120,0.03361344537815126
12197,3,12,56,2,1,8,11176.467578125,7550.06298828125,0.8650137741046834,0.8833792470156105,168,36,0.26666666666666666
12500,3,16,56,2,7,512,38294.25546875,33518.84375,0.8650137741046832,0.9136822773186409,168,48,0.14893617021276595
12498,3,16,56,2,7,128,37520.62734375,32277.416015625,0.8650137741046832,0.8999081726354452,168,48,0.14893617021276595
13280,3,28,56,2,1,64,13806.12744140625,7342.1904296875,0.8650137741046832,0.8787878787878787,168,84,0.04819277108433735
10856,3,16,56,1,3,8,20627.9609375,16662.15234375,0.8650137741046832,0.9035812672176309,168,48,0.14893617021276595
12199,3,12,56,2,1,32,7942.47861328125,7546.650390625,0.865013774104683,0.8778696051423324,168,36,0.26666666666666666
23824,5,16,56,1,5,4,33974.96875,32224.87890625,0.8649872448979592,0.9027423469387755,280,80,0.08860759493670886
24353,5,24,56,1,1,512,19768.678125,9351.140625,0.8649872448979592,0.8867984693877551,280,120,0.0392156862745098
23806,5,16,56,1,1,4,16518.89765625,9882.6669921875,0.8649872448979592,0.9046556122448979,280,80,0.08860759493670886
19913,4,8,32,3,5,64,26503.516796875,14181.73046875,0.86496,0.8912,128,32,0.25806451612903225
23516,5,12,48,1,5,512,31633.978125,24133.251953125,0.8649305555555555,0.8945312499999999,240,60,0.13559322033898305
8977,2,12,56,4,5,32,21254.067578125,19861.6171875,0.8648760330578511,0.921487603305785,112,24,0.4057971014492754
8974,2,12,56,4,5,4,21234.998046875,19761.904296875,0.8648760330578511,0.9256198347107438,112,24,0.4057971014492754
25448,5,16,56,2,5,64,33545.1640625,31064.54296875,0.864859693877551,0.9123086734693877,280,80,0.08860759493670886
25055,5,12,32,2,7,512,42703.99921875,40656.671875,0.86484375,0.9111328125,160,60,0.0903954802259887
20759,4,20,40,3,3,64,26902.456640625,25884.658203125,0.86484375,0.90625,160,80,0.05063291139240506
7268,2,12,40,3,5,64,21867.7,20653.80078125,0.86484375,0.94140625,80,24,0.2898550724637681
23052,5,8,16,1,3,16,15372.1900390625,14331.224609375,0.86484375,0.9140625,80,40,0.10256410256410256
6436,2,24,40,2,1,4,8054.600390625,7653.39306640625,0.86484375,0.90625,80,48,0.07092198581560284
24220,5,24,32,1,3,4,19406.778125,13449.44921875,0.86484375,0.9140625,160,120,0.022408963585434174
18539,4,12,24,2,9,512,48318.8859375,44999.94921875,0.864819944598338,0.9335180055401663,96,48,0.0851063829787234
10738,3,16,32,1,7,4,32591.815625,29654.75390625,0.864819944598338,0.8975069252077562,96,48,0.0851063829787234
17339,4,16,56,1,3,64,19081.4484375,17616.474609375,0.8647727272727274,0.8786157024793388,224,64,0.1111111111111111
27278,5,20,48,3,1,512,21384.172265625,10110.7265625,0.8647569444444445,0.9010416666666666,240,100,0.048484848484848485
25029,5,12,32,2,3,2,20506.70078125,17069.267578125,0.86474609375,0.9296875,160,60,0.0903954802259887
20801,4,20,48,3,3,8,25998.515234375,25089.673828125,0.8646814404432132,0.883656509695291,192,80,0.060759493670886074
16694,4,8,32,1,9,512,37933.834375,33368.2578125,0.86464,0.9056,128,32,0.25806451612903225
23996,5,20,40,1,3,8,21012.8765625,19235.1171875,0.864625,0.9,200,100,0.04040404040404041
13908,3,16,24,3,1,16,8192.70693359375,7907.70703125,0.8646153846153846,0.9435897435897436,72,48,0.06382978723404255
25412,5,16,48,2,7,64,46878.7609375,43904.31640625,0.8645833333333334,0.912326388888889,240,80,0.0759493670886076
26441,5,8,40,3,5,512,26173.848828125,25063.80078125,0.8644999999999999,0.9025,200,40,0.2564102564102564
27311,5,20,48,3,9,64,76159.934375,72661.40625,0.8644965277777779,0.9053819444444444,240,100,0.048484848484848485
24655,5,28,56,1,9,32,127088.3015625,112858.0625,0.8644770408163265,0.8893494897959184,280,140,0.02877697841726619
17895,4,24,56,1,7,16,47227.34453125,44383.7890625,0.8644628099173554,0.9080578512396695,224,96,0.04912280701754386
14101,3,16,56,3,3,256,18444.9515625,16855.62890625,0.8644628099173554,0.891643709825528,168,48,0.14893617021276595
26912,5,16,32,3,1,8,13186.1787109375,10650.251953125,0.864453125,0.896484375,160,80,0.05063291139240506
17029,4,12,48,1,5,4,25884.053125,24462.6015625,0.8644044321329641,0.8961218836565097,192,48,0.1702127659574468
26983,5,16,40,3,7,4,54606.978125,51956.89453125,0.8643750000000001,0.900625,200,80,0.06329113924050633
25963,5,24,48,2,9,256,138706.56875,69726.296875,0.8643229166666666,0.8780381944444444,240,120,0.03361344537815126
16687,4,8,32,1,9,4,37818.8140625,21822.8515625,0.86432,0.92,128,32,0.25806451612903225
16928,4,12,32,1,1,512,7447.73505859375,6120.8017578125,0.86432,0.8928,128,48,0.11347517730496454
17769,4,24,32,1,9,16,37550.43671875,21704.78125,0.86432,0.9008,128,96,0.028070175438596492
23839,5,16,56,1,7,256,45910.60078125,42681.1328125,0.8642857142857144,0.8896683673469388,280,80,0.08860759493670886
15402,3,12,48,4,3,16,16556.778125,15578.9462890625,0.8642857142857144,0.8864795918367347,144,36,0.22857142857142856
19823,4,8,16,3,5,64,25542.959765625,15022.5302734375,0.8642857142857142,0.907142857142857,64,32,0.12903225806451613
13404,3,8,24,3,9,16,31269.630859375,29259.482421875,0.8642857142857142,0.9336734693877551,72,24,0.2608695652173913
10164,3,8,24,1,9,16,29280.541796875,26559.04296875,0.8642857142857142,0.9591836734693877,72,24,0.2608695652173913
13236,3,28,48,2,1,128,16310.040625,6455.478515625,0.8642857142857142,0.9005102040816326,144,84,0.04130808950086059
13379,3,8,24,3,3,64,14352.308984375,13861.93359375,0.8642857142857142,0.9540816326530612,72,24,0.2608695652173913
18515,4,12,24,2,5,8,22964.17265625,20788.525390625,0.8642659279778394,0.9030470914127424,96,48,0.0851063829787234
12077,3,12,32,2,3,512,16555.713671875,14368.923828125,0.8642659279778394,0.9196675900277008,96,36,0.1523809523809524
10744,3,16,32,1,7,256,33620.358984375,30059.431640625,0.8642659279778393,0.9113573407202216,96,48,0.0851063829787234
12605,3,20,32,2,1,64,7237.5806640625,6997.09375,0.8642659279778393,0.8947368421052633,96,60,0.05423728813559322
23713,5,16,32,1,9,256,52374.06171875,47671.08984375,0.8642578125,0.90234375,160,80,0.05063291139240506
26607,5,12,24,3,3,16,23281.45859375,18820.970703125,0.8642361111111111,0.9131944444444445,120,60,0.06779661016949153
12146,3,12,40,2,9,64,38115.39765625,34126.1796875,0.8642361111111111,0.9218750000000001,120,36,0.19047619047619047
3685,2,8,24,1,9,32,24605.252734375,22470.734375,0.8641975308641976,1.0,48,16,0.4
15224,3,12,16,4,3,64,20387.35078125,17962.525390625,0.8641975308641976,0.962962962962963,48,36,0.0761904761904762
3668,2,8,24,1,5,64,17037.609375,16198.6220703125,0.8641975308641976,0.962962962962963,48,16,0.4
3518,1,28,48,4,1,512,9611.641796875,9224.419921875,0.8641975308641975,0.9753086419753085,48,28,0.12698412698412698
3689,2,8,24,1,9,512,24601.783984375,22477.79296875,0.8641975308641975,1.0,48,16,0.4
25996,5,24,56,2,7,32,104199.9546875,50669.64453125,0.8641581632653061,0.8842474489795918,280,120,0.0392156862745098
16767,4,8,48,1,7,2,33126.662109375,18289.630859375,0.8641274238227148,0.9272853185595569,192,32,0.3870967741935484
10859,3,16,56,1,3,64,20958.560546875,16719.34375,0.8640955004591369,0.8980716253443526,168,48,0.14893617021276595
24317,5,24,48,1,3,512,44335.26796875,18053.74609375,0.8640625,0.8862847222222223,240,120,0.03361344537815126
7265,2,12,40,3,5,8,21861.368359375,20651.337890625,0.8640625,0.95703125,80,24,0.2898550724637681
25396,5,16,48,2,3,256,21430.990625,20231.2421875,0.8640625,0.9019097222222222,240,80,0.0759493670886076
18845,4,16,32,2,7,512,47384.99765625,44588.63671875,0.8640000000000001,0.8832,128,64,0.06349206349206349
16692,4,8,32,1,9,128,38426.7078125,21731.71875,0.8639999999999999,0.8992,128,32,0.25806451612903225
17482,4,20,32,1,5,32,25402.19921875,10209.8564453125,0.8639999999999999,0.8976000000000001,128,80,0.04050632911392405
17047,4,12,48,1,9,4,45288.8125,40010.44140625,0.8639889196675898,0.9051246537396123,192,48,0.1702127659574468
25954,5,24,48,2,7,256,111990.9671875,87901.953125,0.8639756944444444,0.8823784722222222,240,120,0.03361344537815126
23511,5,12,48,1,5,16,30091.592578125,23249.90625,0.8639756944444444,0.9006076388888888,240,60,0.13559322033898305
18710,4,12,56,2,7,512,38895.35625,32661.376953125,0.8639462809917354,0.9287190082644627,224,48,0.19858156028368795
14023,3,16,40,3,7,4,41973.3296875,36542.84765625,0.8638888888888889,0.8993055555555556,120,48,0.10638297872340426
4248,2,16,32,1,5,2,23436.47265625,14432.427734375,0.8638888888888889,0.9375,64,32,0.12903225806451613
5322,2,8,32,2,3,16,12135.1087890625,11287.056640625,0.8638888888888887,0.9305555555555556,64,16,0.5333333333333333
16739,4,8,40,1,9,512,38404.08203125,35945.546875,0.8638671875,0.9365234375,160,32,0.3225806451612903
18893,4,16,40,2,9,8,55625.65234375,51798.96875,0.8638671875,0.896484375,160,64,0.07936507936507936
21609,4,8,48,4,3,2,14804.32890625,8521.4716796875,0.8638504155124653,0.8905817174515235,192,32,0.3870967741935484
15364,3,12,40,4,5,4,28643.369921875,23651.26953125,0.8638447971781306,0.8871252204585538,120,36,0.19047619047619047
17336,4,16,56,1,3,8,19134.373828125,17694.525390625,0.8638429752066117,0.8966942148760331,224,64,0.1111111111111111
25953,5,24,48,2,7,128,100168.92265625,53375.25390625,0.8638020833333332,0.8862847222222222,240,120,0.03361344537815126
15428,3,12,48,4,9,8,45555.03359375,39443.31640625,0.8637755102040817,0.9017857142857144,144,36,0.22857142857142856
24657,5,28,56,1,9,128,121858.1125,63283.2578125,0.8637755102040817,0.8890306122448979,280,140,0.02877697841726619
13234,3,28,48,2,1,32,12402.009765625,6399.6025390625,0.8637755102040817,0.8979591836734695,144,84,0.04130808950086059
25995,5,24,56,2,7,16,103349.1921875,50376.5390625,0.8637755102040817,0.8788265306122449,280,120,0.0392156862745098
10833,3,16,48,1,7,128,36617.33671875,32893.9296875,0.8637755102040815,0.8941326530612246,144,48,0.1276595744680851
15676,3,16,48,4,3,256,23497.4125,19444.3359375,0.8637755102040815,0.8915816326530612,144,48,0.1276595744680851
26238,5,28,56,2,1,16,21788.66171875,9699.380859375,0.8637755102040815,0.9014668367346939,280,140,0.02877697841726619
25903,5,24,40,2,7,4,105367.16796875,54685.1171875,0.8637500000000001,0.8743750000000001,200,120,0.028011204481792718
17064,4,12,56,1,3,2,20096.225390625,15743.12890625,0.8637396694214876,0.9209710743801652,224,48,0.19858156028368795
10712,3,16,32,1,1,8,8099.759375,6141.32470703125,0.8637119113573407,0.8753462603878117,96,48,0.0851063829787234
13984,3,16,32,3,7,256,46445.48828125,38090.21484375,0.8637119113573407,0.92797783933518,96,48,0.0851063829787234
20555,4,16,48,3,7,512,45685.70625,42683.56640625,0.8637119113573407,0.8822714681440443,192,64,0.09523809523809523
19197,4,20,48,2,7,2,50164.596875,39121.12109375,0.8637119113573407,0.9224376731301939,192,80,0.060759493670886074
19083,4,20,32,2,1,16,12239.978125,8360.263671875,0.8636800000000001,0.9024000000000001,128,80,0.04050632911392405
24347,5,24,56,1,1,8,15735.6166015625,9575.642578125,0.8636479591836735,0.8826530612244897,280,120,0.0392156862745098
22479,4,20,56,4,5,128,45038.0890625,43395.1953125,0.8636363636363636,0.8925619834710743,224,80,0.07088607594936709
7615,2,16,56,3,3,4,18437.416015625,9619.78515625,0.8636363636363636,0.9090909090909091,112,32,0.22580645161290322
15315,3,12,32,4,3,128,20138.36875,17458.8515625,0.8636363636363636,0.8977272727272727,96,36,0.1523809523809524
25410,5,16,48,2,7,16,46271.7953125,43846.72265625,0.8636284722222222,0.8997395833333334,240,80,0.0759493670886076
18360,4,8,48,2,1,2,6417.104296875,4408.92431640625,0.8635734072022162,0.9016620498614958,192,32,0.3870967741935484
17822,4,24,48,1,1,8,15157.9708984375,8882.0244140625,0.8635734072022162,0.8843490304709142,192,96,0.042105263157894736
14638,3,24,56,3,3,32,26135.436328125,20097.154296875,0.863544536271809,0.9146005509641872,168,72,0.06572769953051644
14395,3,20,56,3,9,32,61307.25859375,48704.3125,0.8635445362718089,0.9430670339761249,168,60,0.09491525423728814
12201,3,12,56,2,1,128,11368.1361328125,7550.4306640625,0.8635445362718089,0.8760330578512396,168,36,0.26666666666666666
11034,3,20,40,1,3,2,20447.383984375,17326.720703125,0.8635416666666668,0.9166666666666667,120,60,0.06779661016949153
12711,3,20,48,2,5,16,31411.420703125,26238.583984375,0.8635204081632655,0.9030612244897959,144,60,0.08135593220338982
13802,3,12,48,3,7,64,36452.5734375,31512.46875,0.8635204081632653,0.8928571428571428,144,36,0.22857142857142856
24290,5,24,40,1,7,512,79348.0125,76433.4921875,0.8634999999999999,0.871875,200,120,0.028011204481792718
24654,5,28,56,1,9,16,124878.2078125,115235.9921875,0.8634566326530612,0.893813775510204,280,140,0.02877697841726619
22191,4,16,56,4,1,128,12594.22578125,10181.1103515625,0.8634297520661157,0.881198347107438,224,64,0.1111111111111111
15205,3,8,56,4,9,32,30231.36796875,26865.423828125,0.8634191176470589,0.8970588235294118,168,24,0.6086956521739131
24055,5,20,48,1,5,256,33840.608984375,29956.859375,0.8633680555555555,0.8949652777777778,240,100,0.048484848484848485
12202,3,12,56,2,1,256,7949.515234375,7540.67236328125,0.8633608815426996,0.8769513314967861,168,36,0.26666666666666666
11951,3,8,56,2,5,512,21133.23671875,19844.751953125,0.8633608815426996,0.8934802571166207,168,24,0.6086956521739131
8693,2,8,56,4,1,512,6872.69892578125,6474.3095703125,0.8633333333333333,0.9375,112,16,0.9333333333333333
22189,4,16,56,4,1,32,10459.0171875,10165.65625,0.8633264462809918,0.881198347107438,224,64,0.1111111111111111
23348,5,12,16,1,9,8,37660.03984375,33042.96875,0.86328125,0.9140625,80,60,0.04519774011299435
18615,4,12,40,2,7,16,34063.117578125,30953.173828125,0.86328125,0.890625,160,48,0.14184397163120568
7558,2,16,40,3,9,256,43134.5125,23438.697265625,0.86328125,0.94140625,80,32,0.16129032258064516
23243,5,8,48,1,5,64,26553.6109375,25406.6484375,0.8632812499999998,0.9318576388888888,240,40,0.3076923076923077
13235,3,28,48,2,1,64,12418.501171875,6417.224609375,0.8632653061224491,0.8979591836734694,144,84,0.04130808950086059
13367,3,8,24,3,1,8,6911.38916015625,6591.6796875,0.863265306122449,0.8928571428571428,72,24,0.2608695652173913
13238,3,28,48,2,1,512,9498.24765625,6726.1962890625,0.863265306122449,0.8941326530612246,144,84,0.04130808950086059
13382,3,8,24,3,3,512,14368.1216796875,13886.2734375,0.863265306122449,0.9540816326530612,72,24,0.2608695652173913
5445,2,8,56,2,1,2,6835.7333984375,6311.0751953125,0.8632231404958677,0.9214876033057852,112,16,0.9333333333333333
9259,2,16,56,4,7,256,36598.59609375,20425.763671875,0.8632231404958677,0.9090909090909091,112,32,0.22580645161290322
18707,4,12,56,2,7,64,38029.94609375,31534.38671875,0.8632231404958677,0.9178719008264463,224,48,0.19858156028368795
7617,2,16,56,3,3,16,18153.094921875,10331.046875,0.8632231404958677,0.9318181818181819,112,32,0.22580645161290322
11594,3,28,40,1,7,8,40799.71796875,34183.83203125,0.8631944444444445,0.921875,120,84,0.03442340791738382
18517,4,12,24,2,5,32,24323.98125,20700.916015625,0.8631578947368421,0.9113573407202216,96,48,0.0851063829787234
7325,2,12,48,3,7,512,27838.464453125,24733.296875,0.8631578947368421,0.9390581717451524,96,24,0.34782608695652173
17851,4,24,48,1,7,32,44197.9125,30924.673828125,0.8631578947368419,0.8850415512465374,192,96,0.042105263157894736
26819,5,12,56,3,9,512,52011.8484375,45649.30078125,0.8631377551020408,0.8919005102040817,280,60,0.15819209039548024
26439,5,8,40,3,5,128,26221.32265625,24887.916015625,0.8631249999999999,0.905625,200,40,0.2564102564102564
18708,4,12,56,2,7,128,39257.19296875,31770.166015625,0.8631198347107437,0.9199380165289257,224,48,0.19858156028368795
26929,5,16,32,3,5,4,41847.44453125,37190.13671875,0.8630859375,0.8935546875,160,80,0.05063291139240506
25964,5,24,48,2,9,512,139093.13125,111799.8203125,0.8630208333333333,0.8815104166666667,240,120,0.03361344537815126
25391,5,16,48,2,3,8,21737.612890625,8284.236328125,0.8630208333333333,0.8936631944444444,240,80,0.0759493670886076
17580,4,20,48,1,7,16,46286.25078125,43970.99609375,0.8630193905817174,0.9078947368421053,192,80,0.060759493670886074
17045,4,12,48,1,7,512,38977.4765625,31202.375,0.8630193905817173,0.8961218836565097,192,48,0.1702127659574468
24052,5,20,48,1,5,32,34273.57265625,29991.53125,0.8629340277777778,0.8862847222222222,240,100,0.048484848484848485
8692,2,8,56,4,1,256,6872.33095703125,6475.01953125,0.8629166666666667,0.9333333333333333,112,16,0.9333333333333333
8689,2,8,56,4,1,32,6871.89775390625,1956.081298828125,0.8629166666666667,0.9354166666666666,112,16,0.9333333333333333
22455,4,20,56,4,1,2,25337.4005859375,15268.802734375,0.8629132231404958,0.8755165289256198,224,80,0.07088607594936709
18078,4,28,40,1,7,128,63553.8890625,34894.99609375,0.862890625,0.9072265625,160,112,0.02574002574002574
23437,5,12,32,1,9,4,48119.06796875,40165.94921875,0.862890625,0.9306640625,160,60,0.0903954802259887
17316,4,16,48,1,9,2,51011.47734375,45096.2890625,0.8628808864265928,0.9120498614958449,192,64,0.09523809523809523
27543,5,24,48,3,1,16,25896.04765625,11597.921875,0.8628472222222221,0.8893229166666667,240,120,0.03361344537815126
24611,5,28,48,1,9,64,115382.46875,55963.171875,0.8628472222222221,0.88671875,240,140,0.024665981500513873
8964,2,12,56,4,3,2,15178.379296875,14059.94140625,0.8628099173553719,0.9380165289256198,112,24,0.4057971014492754
12200,3,12,56,2,1,64,7936.92529296875,7541.15478515625,0.8628099173553718,0.8769513314967861,168,36,0.26666666666666666
19504,4,24,56,2,5,4,36253.7421875,26530.490234375,0.8628099173553718,0.8894628099173554,224,96,0.04912280701754386
4941,2,24,56,1,9,2,45635.6453125,39659.66015625,0.8628099173553718,0.9256198347107438,112,48,0.09929078014184398
15041,3,8,32,4,3,8,13534.721484375,12880.330078125,0.8627777777777779,0.8944444444444444,96,24,0.34782608695652173
15672,3,16,48,4,3,16,23455.037890625,19690.146484375,0.8627551020408163,0.903061224489796,144,48,0.1276595744680851
24258,5,24,40,1,1,16,12479.06796875,8165.29150390625,0.8627499999999999,0.87625,200,120,0.028011204481792718
18283,4,8,32,2,3,32,16206.23125,8195.626953125,0.86272,0.9184,128,32,0.25806451612903225
19917,4,8,32,3,7,2,35034.5953125,19893.142578125,0.86272,0.9472,128,32,0.25806451612903225
18832,4,16,32,2,5,32,32786.812890625,28908.5234375,0.86272,0.8912,128,64,0.06349206349206349
16929,4,12,32,1,3,2,18305.24375,15001.240234375,0.8627199999999998,0.9056000000000001,128,48,0.11347517730496454
8606,2,8,40,4,3,8,13220.113671875,12072.958984375,0.8626984126984126,0.9682539682539683,80,16,0.6666666666666666
26814,5,12,56,3,9,16,47871.6828125,41967.109375,0.8626275510204081,0.8995535714285714,280,60,0.15819209039548024
13283,3,28,56,2,1,512,14033.23515625,10076.6806640625,0.8626262626262626,0.8824609733700642,168,84,0.04819277108433735
13281,3,28,56,2,1,128,14342.23427734375,7300.91357421875,0.8626262626262626,0.8760330578512396,168,84,0.04819277108433735
19860,4,8,24,3,3,128,16384.6798828125,8354.3359375,0.8626038781163435,0.9113573407202216,96,32,0.1935483870967742
12070,3,12,32,2,3,4,17134.929296875,14292.34375,0.8626038781163435,0.9168975069252078,96,36,0.1523809523809524
12074,3,12,32,2,3,64,17301.23515625,14490.212890625,0.8626038781163435,0.9307479224376731,96,36,0.1523809523809524
10713,3,16,32,1,1,16,6539.2279296875,6185.6181640625,0.8626038781163435,0.8781163434903048,96,48,0.0851063829787234
12071,3,12,32,2,3,8,16268.2138671875,13899.982421875,0.8626038781163434,0.925207756232687,96,36,0.1523809523809524
17419,4,20,24,1,1,32,10573.45986328125,6067.0341796875,0.8626038781163434,0.8781163434903047,96,80,0.030379746835443037
10741,3,16,32,1,7,32,33049.511328125,29565.8671875,0.8626038781163434,0.9113573407202216,96,48,0.0851063829787234
7320,2,12,48,3,7,16,26593.778515625,24815.96484375,0.8626038781163434,0.9362880886426593,96,24,0.34782608695652173
8688,2,8,56,4,1,16,6872.26611328125,6476.142578125,0.8625000000000002,0.9354166666666667,112,16,0.9333333333333333
3699,2,8,32,1,3,2,9035.81513671875,3292.538818359375,0.8625,0.8888888888888888,64,16,0.5333333333333333
17267,4,16,40,1,7,64,42237.478125,37139.0390625,0.8625,0.8955078125,160,64,0.07936507936507936
25249,5,16,24,2,1,32,12460.9572265625,8593.4228515625,0.8625,0.8871527777777777,120,80,0.0379746835443038
23366,5,12,24,1,3,8,14530.00546875,13472.2646484375,0.8625,0.921875,120,60,0.06779661016949153
21115,4,24,56,3,3,4,26723.649609375,17771.7421875,0.8625,0.8848140495867769,224,96,0.04912280701754386
26318,5,8,16,3,9,8,49796.8234375,45808.6796875,0.8625,0.9125,80,40,0.10256410256410256
27544,5,24,48,3,1,32,30476.18828125,11424.7216796875,0.8625,0.8949652777777778,240,120,0.03361344537815126
23051,5,8,16,1,3,8,15394.93046875,14717.2412109375,0.8625,0.8984375,80,40,0.10256410256410256
15206,3,8,56,4,9,64,30249.219921875,27011.201171875,0.8625,0.8979779411764707,168,24,0.6086956521739131
17246,4,16,40,1,3,8,20312.971484375,17669.529296875,0.8625,0.892578125,160,64,0.07936507936507936
9630,2,24,32,4,1,2,14031.4150390625,10785.6171875,0.8625,0.9375000000000001,64,48,0.05673758865248227
10764,3,16,40,1,3,2,19283.47109375,16489.89453125,0.8625,0.8940972222222222,120,48,0.10638297872340426
