,cliques,density,nodes per clique,edges per clique,connectivity between cliques,w2v window,w2v dimensions,average loss,min loss,average auc,max auc
7274,2,0.3225806451612903,16,80,2,9,8,41414.03125,23681.56640625,0.8412109375,0.8828125
7275,2,0.3225806451612903,16,80,2,9,16,41618.84609375,23350.10546875,0.824609375,0.884765625
7276,2,0.3225806451612903,16,80,2,9,32,38665.973046875,23566.189453125,0.826953125,0.892578125
7277,2,0.3225806451612903,16,80,2,9,64,41436.725,23829.65625,0.8318359375,0.8876953125
7278,2,0.3225806451612903,16,80,2,9,128,38524.546875,24014.88671875,0.8310546875,0.8984375
7279,2,0.3225806451612903,16,80,2,9,256,34371.8015625,23069.27734375,0.8591796875,0.8974609375
7280,2,0.5806451612903226,16,144,2,1,2,5566.9216796875,4920.203125,0.8527546937519237,0.8922745460141582
7281,2,0.5806451612903226,16,144,2,1,4,5540.36865234375,4891.71337890625,0.9064327485380117,0.9212065250846415
7282,2,0.5806451612903226,16,144,2,1,8,5525.5595703125,4873.9677734375,0.901939058171745,0.9178208679593721
7283,2,0.5806451612903226,16,144,2,1,16,5513.7251953125,4873.87548828125,0.9027393044013543,0.9236688211757463
7284,2,0.5806451612903226,16,144,2,1,32,5507.02275390625,4867.16796875,0.9022468451831334,0.9125884887657741
7285,2,0.5806451612903226,16,144,2,1,64,5510.26064453125,4870.02587890625,0.9033548784241306,0.9135118497999385
7286,2,0.5806451612903226,16,144,2,1,128,6243.52861328125,4865.56396484375,0.9020621729763004,0.9141274238227147
7287,2,0.5806451612903226,16,144,2,1,256,8117.9865234375,5256.29150390625,0.9033548784241304,0.9156663588796553
7288,2,0.5806451612903226,16,144,2,3,2,19041.896875,9954.3154296875,0.8278239458294859,0.8691905201600493
7289,2,0.5806451612903226,16,144,2,3,4,19157.784765625,10159.6845703125,0.8315173899661434,0.8436441982148353
7290,2,0.5806451612903226,16,144,2,3,8,18719.184765625,9829.8466796875,0.8072637734687597,0.8611880578639581
7291,2,0.5806451612903226,16,144,2,3,16,19133.24140625,10030.6416015625,0.8110187750076946,0.8627269929208987
7292,2,0.5806451612903226,16,144,2,3,32,19312.1125,10090.3271484375,0.8102800861803633,0.8362573099415205
7293,2,0.5806451612903226,16,144,2,3,64,18952.599609375,10048.1982421875,0.8004309018159435,0.8362573099415205
7294,2,0.5806451612903226,16,144,2,3,128,19052.048828125,9732.9638671875,0.8075100030778701,0.8679593721144968
7295,2,0.5806451612903226,16,144,2,3,256,19252.89609375,10239.169921875,0.8231455832563865,0.8574946137273007
7296,2,0.5806451612903226,16,144,2,5,2,24975.3328125,14696.11328125,0.84844567559249,0.8830409356725146
7297,2,0.5806451612903226,16,144,2,5,4,27383.228515625,14479.9384765625,0.8454293628808864,0.8778085564789166
7298,2,0.5806451612903226,16,144,2,5,8,27355.63203125,14991.177734375,0.8491843644198214,0.8796552785472453
7299,2,0.5806451612903226,16,144,2,5,16,27688.606640625,16097.072265625,0.8439519852262235,0.883964296706679
7300,2,0.5806451612903226,16,144,2,5,32,27530.704296875,15043.435546875,0.8411203447214527,0.8716528162511542
7301,2,0.5806451612903226,16,144,2,5,64,27636.2171875,15738.751953125,0.8462911665127733,0.8842720837180671
7302,2,0.5806451612903226,16,144,2,5,128,27722.007421875,16148.18359375,0.8505386272699293,0.8707294552169899
7303,2,0.5806451612903226,16,144,2,5,256,27668.3875,14910.4560546875,0.8475223145583257,0.8851954447522316
7304,2,0.5806451612903226,16,144,2,7,2,32275.08125,18938.984375,0.8504770698676516,0.8842720837180671
7305,2,0.5806451612903226,16,144,2,7,4,32193.31171875,18707.623046875,0.8353955063096338,0.8836565096952909
7306,2,0.5806451612903226,16,144,2,7,8,34947.18359375,19029.333984375,0.8483225607879348,0.8910433979686057
7307,2,0.5806451612903226,16,144,2,7,16,35067.66640625,33737.984375,0.836503539550631,0.8731917513080948
7308,2,0.5806451612903226,16,144,2,7,32,35109.16171875,33091.30078125,0.8576792859341336,0.8864265927977839
7309,2,0.5806451612903226,16,144,2,7,64,35076.5953125,19202.158203125,0.8490612496152663,0.8698060941828254
7310,2,0.5806451612903226,16,144,2,7,128,35098.6328125,19585.66796875,0.8456140350877192,0.8698060941828255
7311,2,0.5806451612903226,16,144,2,7,256,26461.370703125,18961.70703125,0.8464142813173284,0.8784241305016928
7312,2,0.5806451612903226,16,144,2,9,2,42634.36484375,23551.2890625,0.8329947676208065,0.8679593721144967
7313,2,0.5806451612903226,16,144,2,9,4,39192.79609375,23660.2109375,0.8379809172052941,0.8679593721144968
7314,2,0.5806451612903226,16,144,2,9,8,40500.729296875,24524.59765625,0.8471529701446598,0.8759618344105878
7315,2,0.5806451612903226,16,144,2,9,16,43131.84375,24753.736328125,0.8509695290858726,0.8830409356725146
7316,2,0.5806451612903226,16,144,2,9,32,43248.03359375,25019.849609375,0.8624192059095106,0.8907356109572176
7317,2,0.5806451612903226,16,144,2,9,64,38772.330859375,24170.96875,0.8554016620498615,0.8836565096952909
7318,2,0.5806451612903226,16,144,2,9,128,38772.0234375,23394.380859375,0.8626038781163435,0.8870421668205601
7319,2,0.5806451612903226,16,144,2,9,256,38932.00078125,24059.9375,0.852877808556479,0.8864265927977839
7320,2,0.8387096774193549,16,208,2,1,2,5520.72529296875,4898.40625,0.8698795180722891,0.9028886630860793
7321,2,0.8387096774193549,16,208,2,1,4,5493.05205078125,4871.775390625,0.8548120191609814,0.8742923501233851
7322,2,0.8387096774193549,16,208,2,1,8,5482.3650390625,4845.60595703125,0.8603280592248511,0.8767600522572216
7323,2,0.8387096774193549,16,208,2,1,16,5470.4947265625,5121.75732421875,0.8630860792567863,0.8793729133401074
7324,2,0.8387096774193549,16,208,2,1,32,5469.39501953125,4832.37109375,0.8635796196835536,0.8808245028305994
7325,2,0.8387096774193549,16,208,2,1,64,5467.0611328125,5041.88818359375,0.8637828422122225,0.8798083901872551
7326,2,0.8387096774193549,16,208,2,1,128,7125.13232421875,4840.5654296875,0.8636376832631731,0.8770503701553201
7327,2,0.8387096774193549,16,208,2,1,256,9435.9103515625,5248.1396484375,0.8639860647408912,0.8885179271302076
7328,2,0.8387096774193549,16,208,2,3,2,17231.34453125,10098.7216796875,0.9244883147046015,0.9410654666860212
7329,2,0.8387096774193549,16,208,2,3,4,18735.134375,10131.609375,0.9338946146029903,0.9404848308898244
7330,2,0.8387096774193549,16,208,2,3,8,18735.2453125,10490.2236328125,0.9123530265640877,0.9343881550297576
7331,2,0.8387096774193549,16,208,2,3,16,17174.41171875,10494.703125,0.912846566990855,0.9377268108578894
7332,2,0.8387096774193549,16,208,2,3,32,18571.873828125,10028.9453125,0.910465960226448,0.9309043402525766
7333,2,0.8387096774193549,16,208,2,3,64,18749.48984375,9849.275390625,0.9166206996661345,0.940194512991726
7334,2,0.8387096774193549,16,208,2,3,128,19060.48671875,10797.48828125,0.9223109304688635,0.9332268834373639
7335,2,0.8387096774193549,16,208,2,3,256,18750.35703125,10402.1318359375,0.92752213673973,0.9480330962403832
7336,2,0.8387096774193549,16,208,2,5,2,27469.72265625,14557.3330078125,0.8140223544781536,0.851937871969807
7337,2,0.8387096774193549,16,208,2,5,4,24816.2880859375,14835.1728515625,0.8384671214980403,0.8703730584990564
7338,2,0.8387096774193549,16,208,2,5,8,19870.0638671875,14765.3857421875,0.8369284366381187,0.8636957468427928
7339,2,0.8387096774193549,16,208,2,5,16,27315.694921875,14785.3759765625,0.8268834373639133,0.8780664827986645
7340,2,0.8387096774193549,16,208,2,5,32,22634.78046875,15153.931640625,0.8463637683263172,0.8670344026709247
7341,2,0.8387096774193549,16,208,2,5,64,27447.817578125,15278.6953125,0.8385542168674698,0.8690666279576136
7342,2,0.8387096774193549,16,208,2,5,128,27601.790234375,15949.9208984375,0.8341849325010887,0.8560023225431848
7343,2,0.8387096774193549,16,208,2,5,256,26894.512109375,14578.58984375,0.833212367542459,0.8814051386267964
7344,2,0.8387096774193549,16,208,2,7,2,36907.52265625,20432.169921875,0.9268398896791987,0.9461460299027434
7345,2,0.8387096774193549,16,208,2,7,4,36471.3390625,19933.044921875,0.9154594280737406,0.9483234141384816
7346,2,0.8387096774193549,16,208,2,7,8,36484.54921875,20504.96875,0.9174916533604296,0.9393235592974307
7347,2,0.8387096774193549,16,208,2,7,16,35958.32421875,20553.650390625,0.9134272027870519,0.9390332413993323
7348,2,0.8387096774193549,16,208,2,7,32,34989.49453125,20839.04296875,0.916707795035564,0.947887937291334
7349,2,0.8387096774193549,16,208,2,7,64,35614.4109375,19446.6953125,0.9210625635070402,0.9544200899985484
7350,2,0.8387096774193549,16,208,2,7,128,36140.38046875,19208.537109375,0.9193206561184496,0.9445492814632022
7351,2,0.8387096774193549,16,208,2,7,256,36311.18046875,18648.185546875,0.9172013354623312,0.947887937291334
7352,2,0.8387096774193549,16,208,2,9,2,43010.625,23730.935546875,0.9196109740165481,0.9441138046160545
7353,2,0.8387096774193549,16,208,2,9,4,43944.6921875,25124.63671875,0.9267237625199595,0.9309043402525766
7354,2,0.8387096774193549,16,208,2,9,8,43393.3890625,24590.986328125,0.8980984177674554,0.9355494266221512
7355,2,0.8387096774193549,16,208,2,9,16,42938.9703125,23723.939453125,0.9117143271882713,0.9352591087240528
7356,2,0.8387096774193549,16,208,2,9,32,42716.3265625,24557.18359375,0.9212657860357091,0.934678472927856
7357,2,0.8387096774193549,16,208,2,9,64,42767.5765625,24811.7890625,0.9253012048192772,0.9422267382784149
7358,2,0.8387096774193549,16,208,2,9,128,42882.04609375,24184.73828125,0.9201335462331253,0.939613877195529
7359,2,0.8387096774193549,16,208,2,9,256,43081.8453125,23351.2578125,0.9122368994048482,0.9400493540426768
7360,2,0.20512820512820512,20,80,2,1,2,10037.8888671875,9508.4091796875,0.7974609375,0.82421875
7361,2,0.20512820512820512,20,80,2,1,4,9837.3599609375,9322.1494140625,0.7515625,0.7958984375
7362,2,0.20512820512820512,20,80,2,1,8,9717.196484375,9221.244140625,0.768359375,0.7978515625
7363,2,0.20512820512820512,20,80,2,1,16,9679.567578125,9203.0283203125,0.771875,0.8115234375
7364,2,0.20512820512820512,20,80,2,1,32,9683.6916015625,9189.7724609375,0.7828125,0.8037109375
7365,2,0.20512820512820512,20,80,2,1,64,9689.6251953125,9189.080078125,0.78828125,0.802734375
7366,2,0.20512820512820512,20,80,2,1,128,9694.0875,9195.0107421875,0.7888671875,0.8056640625
7367,2,0.20512820512820512,20,80,2,1,256,9710.965625,9204.6103515625,0.7869140625,0.8017578125
7368,2,0.20512820512820512,20,80,2,3,2,20715.59609375,19795.10546875,0.82431640625,0.87109375
7369,2,0.20512820512820512,20,80,2,3,4,20524.54453125,19768.60546875,0.797265625,0.841796875
7370,2,0.20512820512820512,20,80,2,3,8,20592.676953125,19563.904296875,0.80625,0.8525390625
7371,2,0.20512820512820512,20,80,2,3,16,20266.7546875,19826.87890625,0.796484375,0.8427734375
7372,2,0.20512820512820512,20,80,2,3,32,20359.41484375,19285.0546875,0.799609375,0.8369140625
7373,2,0.20512820512820512,20,80,2,3,64,20464.548046875,19407.494140625,0.812109375,0.83984375
7374,2,0.20512820512820512,20,80,2,3,128,20625.9484375,19087.71484375,0.8068359375,0.83203125
7375,2,0.20512820512820512,20,80,2,3,256,20758.191015625,19569.291015625,0.8150390625,0.845703125
7376,2,0.20512820512820512,20,80,2,5,2,30526.81640625,28725.716796875,0.7306640625,0.83203125
7377,2,0.20512820512820512,20,80,2,5,4,30927.21875,28703.7265625,0.7431640625,0.7998046875
7378,2,0.20512820512820512,20,80,2,5,8,30215.867578125,28679.35546875,0.7220703125,0.7890625
7379,2,0.20512820512820512,20,80,2,5,16,30105.100390625,28258.306640625,0.7123046875,0.767578125
7380,2,0.20512820512820512,20,80,2,5,32,30768.4125,28531.802734375,0.722265625,0.7998046875
7381,2,0.20512820512820512,20,80,2,5,64,30437.599609375,29155.087890625,0.7041015625,0.7626953125
7382,2,0.20512820512820512,20,80,2,5,128,30128.10546875,29055.361328125,0.711328125,0.78515625
7383,2,0.20512820512820512,20,80,2,5,256,31162.723828125,29140.48046875,0.693359375,0.775390625
7384,2,0.20512820512820512,20,80,2,7,2,39651.259375,37058.55078125,0.8345703125,0.9267578125
7385,2,0.20512820512820512,20,80,2,7,4,39521.528125,36126.1484375,0.78125,0.841796875
7386,2,0.20512820512820512,20,80,2,7,8,38810.83203125,36494.98046875,0.8236328125,0.86328125
7387,2,0.20512820512820512,20,80,2,7,16,39040.0671875,36719.4140625,0.8,0.876953125
7388,2,0.20512820512820512,20,80,2,7,32,38917.6375,36624.50390625,0.8236328125,0.896484375
7389,2,0.20512820512820512,20,80,2,7,64,39808.81171875,36526.32421875,0.840234375,0.873046875
7390,2,0.20512820512820512,20,80,2,7,128,39467.3609375,36449.7109375,0.8177734375,0.869140625
7391,2,0.20512820512820512,20,80,2,7,256,39268.27578125,36790.125,0.846484375,0.880859375
7392,2,0.20512820512820512,20,80,2,9,2,48581.134375,45243.87109375,0.791015625,0.8662109375
7393,2,0.20512820512820512,20,80,2,9,4,48231.91640625,45034.29296875,0.79453125,0.841796875
7394,2,0.20512820512820512,20,80,2,9,8,49097.6640625,45723.32421875,0.8076171875,0.865234375
7395,2,0.20512820512820512,20,80,2,9,16,49219.8484375,45796.45703125,0.7904296875,0.8544921875
7396,2,0.20512820512820512,20,80,2,9,32,48716.21640625,45291.21875,0.79921875,0.8486328125
7397,2,0.20512820512820512,20,80,2,9,64,48214.12421875,46376.0703125,0.7951171875,0.8369140625
7398,2,0.20512820512820512,20,80,2,9,128,48557.484375,45582.4765625,0.7908203125,0.84375
7399,2,0.20512820512820512,20,80,2,9,256,48734.8203125,44258.41796875,0.811328125,0.873046875
7400,2,0.36923076923076925,20,144,2,1,2,10546.3013671875,9744.7138671875,0.8195136965220067,0.8621114188981225
7401,2,0.36923076923076925,20,144,2,1,4,10282.940234375,9568.990234375,0.8446291166512774,0.8538011695906432
7402,2,0.36923076923076925,20,144,2,1,8,10178.8505859375,9475.1796875,0.8445060018467221,0.8654970760233918
7403,2,0.36923076923076925,20,144,2,1,16,10139.371484375,9443.1865234375,0.828993536472761,0.852877808556479
7404,2,0.36923076923076925,20,144,2,1,32,10134.350390625,9431.130859375,0.8304093567251464,0.8516466605109264
7405,2,0.36923076923076925,20,144,2,1,64,10136.0638671875,9428.8671875,0.8307171437365343,0.8497999384425977
7406,2,0.36923076923076925,20,144,2,1,128,10143.6296875,9429.2431640625,0.8296091104955371,0.8497999384425976
7407,2,0.36923076923076925,20,144,2,1,256,10157.262890625,9467.8017578125,0.8304093567251462,0.8501077254539858
7408,2,0.36923076923076925,20,144,2,3,2,20912.562109375,19851.029296875,0.7897814712219144,0.8639581409664512
7409,2,0.36923076923076925,20,144,2,3,4,20928.18671875,19899.490234375,0.8088027085257001,0.8550323176361958
7410,2,0.36923076923076925,20,144,2,3,8,20881.876953125,19811.205078125,0.811449676823638,0.8565712526931363
7411,2,0.36923076923076925,20,144,2,3,16,20723.362890625,19990.88671875,0.8318251769775316,0.8519544475223145
7412,2,0.36923076923076925,20,144,2,3,32,20814.378515625,20146.595703125,0.8278239458294859,0.8685749461372729
7413,2,0.36923076923076925,20,144,2,3,64,20607.7,19779.755859375,0.8262850107725453,0.8651892890120036
7414,2,0.36923076923076925,20,144,2,3,128,20786.99453125,19994.962890625,0.8215450907971684,0.8722683902739305
7415,2,0.36923076923076925,20,144,2,3,256,20692.8109375,19723.068359375,0.8223453370267775,0.8584179747614651
7416,2,0.36923076923076925,20,144,2,5,2,30398.452734375,28614.37109375,0.8536164973838105,0.8987380732533087
7417,2,0.36923076923076925,20,144,2,5,4,30347.976953125,28808.068359375,0.8715912588488764,0.9042782394582949
7418,2,0.36923076923076925,20,144,2,5,8,30508.940625,28558.109375,0.8771929824561404,0.8935056940597108
7419,2,0.36923076923076925,20,144,2,5,16,30387.50078125,29052.96484375,0.8696829793782703,0.8941212680824869
7420,2,0.36923076923076925,20,144,2,5,32,30090.9609375,28786.408203125,0.8731917513080948,0.89689135118498
7421,2,0.36923076923076925,20,144,2,5,64,30396.54453125,28930.623046875,0.8704216682056017,0.8895044629116651
7422,2,0.36923076923076925,20,144,2,5,128,30525.17265625,28983.287109375,0.8811326562019083,0.8962757771622037
7423,2,0.36923076923076925,20,144,2,5,256,30505.80078125,28814.830078125,0.8723915050784857,0.8888888888888888
7424,2,0.36923076923076925,20,144,2,7,2,39166.4515625,36487.76171875,0.9309325946445061,0.9559864573714989
7425,2,0.36923076923076925,20,144,2,7,4,38835.29296875,36709.0234375,0.9134502923976608,0.9267466912896276
7426,2,0.36923076923076925,20,144,2,7,8,39586.4984375,37310.69140625,0.9114188981224993,0.9455216989843028
7427,2,0.36923076923076925,20,144,2,7,16,39463.759375,36436.42578125,0.9088334872268391,0.951061865189289
7428,2,0.36923076923076925,20,144,2,7,32,39204.309375,37230.2578125,0.9076638965835642,0.9369036626654355
7429,2,0.36923076923076925,20,144,2,7,64,39235.6859375,36259.57421875,0.9076023391812866,0.9335180055401663
7430,2,0.36923076923076925,20,144,2,7,128,39958.15,37580.640625,0.9133271775931056,0.9495229301323483
7431,2,0.36923076923076925,20,144,2,7,256,39626.37265625,37247.95703125,0.9164050477069867,0.9473684210526316
7432,2,0.36923076923076925,20,144,2,9,2,48530.9640625,45833.16015625,0.8448137888581103,0.8768851954447523
7433,2,0.36923076923076925,20,144,2,9,4,48082.4953125,45280.10546875,0.8304093567251462,0.8534933825792552
7434,2,0.36923076923076925,20,144,2,9,8,48768.62109375,45710.38671875,0.8173591874422901,0.8501077254539858
7435,2,0.36923076923076925,20,144,2,9,16,47690.59765625,44187.03515625,0.8270852570021546,0.852877808556479
7436,2,0.36923076923076925,20,144,2,9,32,47350.30859375,44928.29296875,0.8268390273930442,0.8654970760233919
7437,2,0.36923076923076925,20,144,2,9,64,48730.20625,45159.76171875,0.8131732840874115,0.8541089566020315
7438,2,0.36923076923076925,20,144,2,9,128,48001.05859375,45464.5390625,0.8179132040627888,0.8454909202831641
7439,2,0.36923076923076925,20,144,2,9,256,48439.3265625,44755.62109375,0.8253000923361036,0.8547245306248077
7440,2,0.5333333333333333,20,208,2,1,2,12940.213671875,10319.857421875,0.8834228480185804,0.9025983451879808
7441,2,0.5333333333333333,20,208,2,1,4,10760.7443359375,10229.2802734375,0.8490637247786328,0.8851792713020757
7442,2,0.5333333333333333,20,208,2,1,8,10721.4423828125,10194.9150390625,0.855799100014516,0.8782116417477137
7443,2,0.5333333333333333,20,208,2,1,16,10680.5755859375,10172.0341796875,0.8638699375816519,0.8776310059515169
7444,2,0.5333333333333333,20,208,2,1,32,10667.4767578125,10156.4638671875,0.859834518798084,0.8773406880534185
7445,2,0.5333333333333333,20,208,2,1,64,10673.849609375,10153.990234375,0.8601248366961822,0.8793729133401074
7446,2,0.5333333333333333,20,208,2,1,128,10672.542578125,10160.4462890625,0.8599796777471331,0.8798083901872551
7447,2,0.5333333333333333,20,208,2,1,256,10681.0900390625,10165.76171875,0.8610538539700971,0.8806793438815502
7448,2,0.5333333333333333,20,208,2,3,2,21443.9796875,20130.21484375,0.8375381042241254,0.8726956016838439
7449,2,0.5333333333333333,20,208,2,3,4,21327.218359375,19854.546875,0.8314994919436783,0.8644215415880389
7450,2,0.5333333333333333,20,208,2,3,8,21304.094921875,19715.322265625,0.8386413122368994,0.8591958194222673
7451,2,0.5333333333333333,20,208,2,3,16,21011.171484375,20013.099609375,0.8090579184206707,0.8525185077660038
7452,2,0.5333333333333333,20,208,2,3,32,21144.3828125,20176.4140625,0.8274350413703007,0.8475831034983307
7453,2,0.5333333333333333,20,208,2,3,64,21067.79375,20225.1796875,0.8196545217012629,0.8461315140078386
7454,2,0.5333333333333333,20,208,2,3,128,21220.56953125,20229.86328125,0.8202351574974598,0.8452605603135434
7455,2,0.5333333333333333,20,208,2,3,256,21146.781640625,20238.416015625,0.8248512120772246,0.846421831905937
7456,2,0.5333333333333333,20,208,2,5,2,31450.62734375,29589.8984375,0.908433734939759,0.9349687908259544
7457,2,0.5333333333333333,20,208,2,5,4,31325.70859375,30006.04296875,0.9087530846276672,0.929162432863986
7458,2,0.5333333333333333,20,208,2,5,8,31587.664453125,29865.7890625,0.9169110175642329,0.930468863405429
7459,2,0.5333333333333333,20,208,2,5,16,31523.9125,29829.638671875,0.9075627812454637,0.9317752939468719
7460,2,0.5333333333333333,20,208,2,5,32,32001.15390625,29553.966796875,0.9039338075192335,0.9311946581506749
7461,2,0.5333333333333333,20,208,2,5,64,31301.8453125,30274.064453125,0.9201335462331253,0.9356945855712006
7462,2,0.5333333333333333,20,208,2,5,128,31282.605859375,29411.1953125,0.9094208157932936,0.9407751487879228
7463,2,0.5333333333333333,20,208,2,5,256,31774.42265625,30139.8203125,0.9011757874872985,0.9378719698069385
7464,2,0.5333333333333333,20,208,2,7,2,40446.1625,37751.6875,0.8394832341413847,0.8909856292640442
7465,2,0.5333333333333333,20,208,2,7,4,38738.06953125,37156.99609375,0.8186964726375381,0.8735665553781391
7466,2,0.5333333333333333,20,208,2,7,8,40339.29453125,37429.734375,0.8449992742052548,0.8632602699956453
7467,2,0.5333333333333333,20,208,2,7,16,39554.465625,37187.7734375,0.8385542168674698,0.865873131078531
7468,2,0.5333333333333333,20,208,2,7,32,38813.50078125,36744.55859375,0.838902598345188,0.8679053563652199
7469,2,0.5333333333333333,20,208,2,7,64,39078.559375,37206.43359375,0.8487734068805342,0.8832922049644361
7470,2,0.5333333333333333,20,208,2,7,128,39692.921875,37502.77734375,0.8426186674408477,0.8660182900275802
7471,2,0.5333333333333333,20,208,2,7,256,39210.10078125,35896.6640625,0.8273189142110612,0.863840905791842
7472,2,0.5333333333333333,20,208,2,9,2,47176.50859375,44379.5390625,0.8592829147916969,0.9079692263028015
7473,2,0.5333333333333333,20,208,2,9,4,47487.61796875,43346.0390625,0.8688924372187546,0.9056466831180142
7474,2,0.5333333333333333,20,208,2,9,8,47127.58828125,43669.0859375,0.8729568877921323,0.9004209609522428
7475,2,0.5333333333333333,20,208,2,9,16,47967.0203125,44822.49609375,0.8800987080853535,0.9030338220351284
7476,2,0.5333333333333333,20,208,2,9,32,46882.62578125,44250.42578125,0.8635505878937437,0.9008564377993903
7477,2,0.5333333333333333,20,208,2,9,64,47045.84765625,44476.9453125,0.8698214544926695,0.8959210335317171
7478,2,0.5333333333333333,20,208,2,9,128,47116.303125,44322.453125,0.8501088692117869,0.9031789809841777
7479,2,0.5333333333333333,20,208,2,9,256,47645.23359375,44093.390625,0.8670634344607345,0.8949049208883728
7480,2,0.6974358974358974,20,272,2,1,2,11110.6794921875,10496.3212890625,0.8614883401920439,0.8977194787379973
7481,2,0.6974358974358974,20,272,2,1,4,11016.591796875,10408.9296875,0.8588134430727022,0.8852023319615913
7482,2,0.6974358974358974,20,272,2,1,8,10952.8044921875,10366.2431640625,0.8603566529492456,0.8819444444444444
7483,2,0.6974358974358974,20,272,2,1,16,10929.6021484375,10312.470703125,0.8727194787379972,0.8876886145404663
7484,2,0.6974358974358974,20,272,2,1,32,10916.0564453125,10290.28515625,0.8749828532235939,0.8916323731138546
7485,2,0.6974358974358974,20,272,2,1,64,10915.194140625,10302.162109375,0.8739711934156379,0.8925754458161865
7486,2,0.6974358974358974,20,272,2,1,128,10922.72265625,10299.306640625,0.8757030178326474,0.8931755829903979
7487,2,0.6974358974358974,20,272,2,1,256,10923.3193359375,10308.193359375,0.8743312757201644,0.8931755829903978
7488,2,0.6974358974358974,20,272,2,3,2,21324.74609375,20528.3125,0.86639231824417,0.897633744855967
7489,2,0.6974358974358974,20,272,2,3,4,21328.3078125,20137.833984375,0.8612139917695473,0.8809156378600823
7490,2,0.6974358974358974,20,272,2,3,8,21434.517578125,20374.193359375,0.8649862825788752,0.8880315500685871
7491,2,0.6974358974358974,20,272,2,3,16,21113.1234375,20521.83984375,0.866289437585734,0.887945816186557
7492,2,0.6974358974358974,20,272,2,3,32,21213.480859375,20434.298828125,0.858110425240055,0.8780864197530864
7493,2,0.6974358974358974,20,272,2,3,64,21268.221484375,20446.416015625,0.8574931412894375,0.8874314128943758
7494,2,0.6974358974358974,20,272,2,3,128,21308.85,20075.603515625,0.8596879286694101,0.8844307270233196
7495,2,0.6974358974358974,20,272,2,3,256,21075.54296875,20060.373046875,0.8643175582990399,0.8828017832647462
7496,2,0.6974358974358974,20,272,2,5,2,31067.319921875,30084.6640625,0.908230452674897,0.946159122085048
7497,2,0.6974358974358974,20,272,2,5,4,32251.503515625,30117.787109375,0.8974622770919067,0.9154663923182442
7498,2,0.6974358974358974,20,272,2,5,8,31439.094140625,29677.6796875,0.903377914951989,0.9135802469135802
7499,2,0.6974358974358974,20,272,2,5,16,31579.56875,30502.755859375,0.8979595336076818,0.9192386831275721
7500,2,0.6974358974358974,20,272,2,5,32,31342.1546875,29727.779296875,0.8857167352537723,0.9161522633744856
7501,2,0.6974358974358974,20,272,2,5,64,31121.6890625,29817.0859375,0.9034636488340191,0.9228395061728395
7502,2,0.6974358974358974,20,272,2,5,128,31231.14140625,30304.251953125,0.8880144032921811,0.9174382716049382
7503,2,0.6974358974358974,20,272,2,5,256,31389.196484375,30356.0078125,0.8923868312757202,0.92309670781893
7504,2,0.6974358974358974,20,272,2,7,2,41064.1796875,39912.04296875,0.8974965706447188,0.9227537722908093
7505,2,0.6974358974358974,20,272,2,7,4,41868.6296875,39234.390625,0.8892832647462278,0.9022633744855967
7506,2,0.6974358974358974,20,272,2,7,8,42056.903125,39378.546875,0.8970679012345679,0.911093964334705
7507,2,0.6974358974358974,20,272,2,7,16,41393.6453125,39269.484375,0.8868141289437587,0.9109224965706447
7508,2,0.6974358974358974,20,272,2,7,32,42206.26953125,38845.61328125,0.8887345679012345,0.9138374485596708
7509,2,0.6974358974358974,20,272,2,7,64,41034.7265625,39117.20703125,0.8990912208504801,0.9194958847736626
7510,2,0.6974358974358974,20,272,2,7,128,42201.88046875,39165.74609375,0.8929526748971194,0.9138374485596708
7511,2,0.6974358974358974,20,272,2,7,256,41357.1109375,39040.86328125,0.8854252400548697,0.9195816186556927
7512,2,0.6974358974358974,20,272,2,9,2,49981.3421875,47028.5,0.8713991769547326,0.9067215363511659
7513,2,0.6974358974358974,20,272,2,9,4,49373.5609375,45198.234375,0.8515775034293555,0.8794581618655692
7514,2,0.6974358974358974,20,272,2,9,8,49746.17265625,46189.5625,0.8594650205761317,0.8963477366255145
7515,2,0.6974358974358974,20,272,2,9,16,49964.759375,45829.59765625,0.8501200274348422,0.8892318244170097
7516,2,0.6974358974358974,20,272,2,9,32,49937.625,46390.92578125,0.8553497942386832,0.8800582990397805
7517,2,0.6974358974358974,20,272,2,9,64,49242.0734375,45803.7578125,0.877863511659808,0.887517146776406
7518,2,0.6974358974358974,20,272,2,9,128,49998.25390625,46119.921875,0.8638888888888889,0.884173525377229
7519,2,0.6974358974358974,20,272,2,9,256,49556.284375,45910.703125,0.8662379972565158,0.8925754458161865
7520,2,0.8615384615384616,20,336,2,1,2,10688.68984375,10019.2216796875,0.8994319447538427,0.923758075295166
7521,2,0.8615384615384616,20,336,2,1,4,10633.3271484375,9952.58984375,0.9151147248830475,0.9246491423479617
7522,2,0.8615384615384616,20,336,2,1,8,10592.8384765625,9908.8486328125,0.9059590109155714,0.925428826019158
7523,2,0.8615384615384616,20,336,2,1,16,10571.79296875,9869.1669921875,0.8992760080196035,0.9188572065047895
7524,2,0.8615384615384616,20,336,2,1,32,10564.8509765625,9870.48828125,0.9018823791490309,0.9214190242815772
7525,2,0.8615384615384616,20,336,2,1,64,10567.9765625,9869.396484375,0.9031632880374248,0.9250389841835598
7526,2,0.8615384615384616,20,336,2,1,128,10566.4744140625,9864.529296875,0.9029627979505458,0.9254845177099578
